,race_id,class,race_name,stakes,going,track_type,time_1,time_2,time_3,split_1,split_2,split_3
0,RACE 5 (53),Class 4 - 1200M - (60-40),THE HONG KONG COUNTRY CLUB CHALLENGE CUP (HANDICAP),"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.59),(46.54),(1:10.32),23.59,22.95,23.78
0,RACE 6 (54),Class 3 - 1000M - (80-60),SHUM WAN HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(12.61),(34.01),(57.44),12.61,21.40,23.43
0,RACE 7 (55),Class 3 - 1200M - (80-60),THE COMMUNITY CHEST CUP (HANDICAP),"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.57),(46.58),(1:10.12),23.57,23.01,23.54
0,RACE 8 (56),Class 3 - 1650M - (80-60),TAI SHUE WAN HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(27.61),(51.84),(1:15.90),27.61,24.23,24.06
0,RACE 9 (57),Class 3 - 1200M - (80-60),YIP FAT HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.63),(46.56),(1:09.64),23.63,22.93,23.08
0,RACE 1 (39),Class 5 - 1200M - (40-0),HUNG SHUI KIU HANDICAP,"HK$ 725,000",GOOD,ALL WEATHER TRACK,(23.77),(46.19),(1:10.17),23.77,22.42,23.98
0,RACE 2 (40),Class 4 - 1000M - (60-40),KAM TIN HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.31),(33.96),(56.81),13.31,20.65,22.85
0,RACE 3 (41),Class 4 - 1400M - (60-40),LAM TEI HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.40),(35.05),(58.14),13.40,21.65,23.09
0,RACE 4 (42),Class 4 - 1200M - (60-40),LAU FAU SHAN HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(23.32),(45.21),(1:09.34),23.32,21.89,24.13
0,RACE 5 (43),Class 4 - 1400M - (60-40),LAM TEI HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.32),(34.52),(57.59),13.32,21.20,23.07
0,RACE 6 (44),Class 3 - 1000M - (80-60),NAM SANG WAI HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.10),(33.76),(56.53),13.10,20.66,22.77
0,RACE 7 (45),Class 2 - 1600M - (100-80),THE POK OI CENTENARY CUP (HANDICAP),"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""A"" Course",(26.13),(49.44),(1:12.70),26.13,23.31,23.26
0,RACE 8 (46),Class 3 - 1600M - (80-60),TAI TONG HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(24.04),(46.71),(1:09.80),24.04,22.67,23.09
0,RACE 9 (47),Class 3 - 1200M - (80-60),TIN SHUI WAI HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.32),(45.29),(1:08.78),23.32,21.97,23.49
0,RACE 10 (48),Class 3 - 1400M - (80-60),YUEN LONG HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.49),(34.99),(58.03),13.49,21.50,23.04
0,RACE 1 (21),Class 4 - 1650M - (60-40),SHEK O HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(28.07),(52.08),(1:16.39),28.07,24.01,24.31
0,RACE 2 (22),Class 5 - 1000M - (40-0),SOUTH BAY HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(12.82),(34.55),(57.79),12.82,21.73,23.24
0,RACE 3 (23),Class 5 - 1650M - (40-0),STANLEY HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(28.66),(53.45),(1:18.19),28.66,24.79,24.74
0,RACE 4 (24),Class 2 - 1650M - (105-80),BIG WAVE BAY HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""B"" Course",(27.60),(50.70),(1:14.54),27.60,23.10,23.84
0,RACE 5 (25),Class 4 - 1000M - (60-40),MIDDLE BAY HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(12.53),(34.21),(57.43),12.53,21.68,23.22
0,RACE 6 (26),Class 4 - 1200M - (60-40),REPULSE BAY HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.79),(46.57),(1:10.29),23.79,22.78,23.72
0,RACE 7 (27),Class 3 - 1650M - (80-60),DEEP WATER BAY HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(28.27),(52.87),(1:16.69),28.27,24.60,23.82
0,RACE 8 (28),Class 3 - 1200M - (80-60),CHUNG HOM KOK HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.71),(47.13),(1:10.15),23.71,23.42,23.02
0,RACE 1 (1),Class 5 - 1600M - (40-0),MOUNT BUTLER HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(24.80),(48.15),(1:11.83),24.80,23.35,23.68
0,RACE 2 (2),Class 5 - 1200M - (40-0),MOUNT PARKER HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(23.57),(46.60),(1:09.99),23.57,23.03,23.39
0,RACE 3 (3),Class 1 - 1200M - (90+),THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),"HK$ 2,800,000",GOOD,"TURF - ""B"" Course",(24.37),(46.62),(1:08.74),24.37,22.25,22.12
0,RACE 4 (4),Class 4 - 1200M - (60-40),MA ON SHAN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.81),(46.34),(1:09.42),23.81,22.53,23.08
0,RACE 5 (5),Class 4 - 1400M - (60-40),KOWLOON PEAK HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(13.76),(35.74),(58.39),13.76,21.98,22.65
0,RACE 6 (6),Class 4 - 1000M - (60-40),YI TUNG SHAN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(13.32),(33.96),(57.74),13.32,20.64,23.78
0,RACE 7 (7),Class 3 - 1200M - (80-60),SUNSET PEAK HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.79),(45.80),(1:08.47),23.79,22.01,22.67
0,RACE 8 (8),Class 2 - 1400M - (100-80),TAI MO SHAN HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""B"" Course",(13.48),(35.06),(57.88),13.48,21.58,22.82
0,RACE 9 (9),Class 3 - 1000M - (80-60),LANTAU PEAK HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(13.35),(33.88),(56.91),13.35,20.53,23.03
0,RACE 10 (10),Class 3 - 1400M - (80-60),LIN FA SHAN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(13.48),(35.13),(58.34),13.48,21.65,23.21
